date,temperature_2m,wind_speed_10m,diffuse_radiation,global_tilted_irradiance,source_date,fetched_at_utc
2026-03-26 00:00:00+05:30,29.710001,12.413477,0.0,0.0,2026-03-26,2026-03-26T21:11:51.015805+05:30
2026-03-26 00:15:00+05:30,29.460001,11.923557,0.0,0.0,2026-03-26,2026-03-26T21:11:51.015805+05:30
2026-03-26 00:30:00+05:30,29.210001,11.753877,0.0,0.0,2026-03-26,2026-03-26T21:11:51.015805+05:30
2026-03-26 00:45:00+05:30,29.01,11.435313,0.0,0.0,2026-03-26,2026-03-26T21:11:51.015805+05:30
2026-03-26 01:00:00+05:30,28.86,11.119281,0.0,0.0,2026-03-26,2026-03-26T21:11:51.015805+05:30
2026-03-26 01:15:00+05:30,28.76,10.805998,0.0,0.0,2026-03-26,2026-03-26T21:11:51.015805+05:30
2026-03-26 01:30:00+05:30,28.61,10.495713,0.0,0.0,2026-03-26,2026-03-26T21:11:51.015805+05:30
2026-03-26 01:45:00+05:30,28.460001,10.383987,0.0,0.0,2026-03-26,2026-03-26T21:11:51.015805+05:30
2026-03-26 02:00:00+05:30,28.36,10.233123,0.0,0.0,2026-03-26,2026-03-26T21:11:51.015805+05:30
2026-03-26 02:15:00+05:30,28.210001,10.195057,0.0,0.0,2026-03-26,2026-03-26T21:11:51.015805+05:30
2026-03-26 02:30:00+05:30,28.11,9.931042,0.0,0.0,2026-03-26,2026-03-26T21:11:51.015805+05:30
2026-03-26 02:45:00+05:30,27.960001,9.449572,0.0,0.0,2026-03-26,2026-03-26T21:11:51.015805+05:30
2026-03-26 03:00:00+05:30,27.86,8.4963045,0.0,0.0,2026-03-26,2026-03-26T21:11:51.015805+05:30
2026-03-26 03:15:00+05:30,27.710001,7.9036193,0.0,0.0,2026-03-26,2026-03-26T21:11:51.015805+05:30
2026-03-26 03:30:00+05:30,27.61,7.0911775,0.0,0.0,2026-03-26,2026-03-26T21:11:51.015805+05:30
2026-03-26 03:45:00+05:30,27.51,6.28713,0.0,0.0,2026-03-26,2026-03-26T21:11:51.015805+05:30
2026-03-26 04:00:00+05:30,27.460001,5.154415,0.0,0.0,2026-03-26,2026-03-26T21:11:51.015805+05:30
2026-03-26 04:15:00+05:30,27.41,4.0249224,0.0,0.0,2026-03-26,2026-03-26T21:11:51.015805+05:30
2026-03-26 04:30:00+05:30,27.41,3.096837,0.0,0.0,2026-03-26,2026-03-26T21:11:51.015805+05:30
2026-03-26 04:45:00+05:30,27.460001,2.0991426,0.0,0.0,2026-03-26,2026-03-26T21:11:51.015805+05:30
2026-03-26 05:00:00+05:30,27.56,2.1897945,0.0,0.0,2026-03-26,2026-03-26T21:11:51.015805+05:30
2026-03-26 05:15:00+05:30,27.66,2.8116899,0.0,0.0,2026-03-26,2026-03-26T21:11:51.015805+05:30
2026-03-26 05:30:00+05:30,27.710001,3.563818,0.0,0.0,2026-03-26,2026-03-26T21:11:51.015805+05:30
2026-03-26 05:45:00+05:30,27.66,3.8268526,0.0,0.0,2026-03-26,2026-03-26T21:11:51.015805+05:30
2026-03-26 06:00:00+05:30,27.56,3.8939953,0.0,0.0,2026-03-26,2026-03-26T21:11:51.015805+05:30
2026-03-26 06:15:00+05:30,27.460001,4.3498964,0.0,0.0,2026-03-26,2026-03-26T21:11:51.015805+05:30
2026-03-26 06:30:00+05:30,27.41,4.5536795,0.0,0.0,2026-03-26,2026-03-26T21:11:51.015805+05:30
2026-03-26 06:45:00+05:30,27.41,4.896529,2.0,0.0,2026-03-26,2026-03-26T21:11:51.015805+05:30
2026-03-26 07:00:00+05:30,27.51,5.1544156,15.0,30.999992,2026-03-26,2026-03-26T21:11:51.015805+05:30
2026-03-26 07:15:00+05:30,27.61,5.2416787,30.0,66.99999,2026-03-26,2026-03-26T21:11:51.015805+05:30
2026-03-26 07:30:00+05:30,27.81,5.6920996,45.0,113.00001,2026-03-26,2026-03-26T21:11:51.015805+05:30
2026-03-26 07:45:00+05:30,28.11,6.439876,59.0,171.00002,2026-03-26,2026-03-26T21:11:51.015805+05:30
2026-03-26 08:00:00+05:30,28.51,7.289445,71.0,237.00002,2026-03-26,2026-03-26T21:11:51.015805+05:30
2026-03-26 08:15:00+05:30,28.960001,8.435069,82.0,302.0,2026-03-26,2026-03-26T21:11:51.015805+05:30
2026-03-26 08:30:00+05:30,29.41,9.422101,91.0,365.00003,2026-03-26,2026-03-26T21:11:51.015805+05:30
2026-03-26 08:45:00+05:30,29.86,10.514218,97.0,426.0,2026-03-26,2026-03-26T21:11:51.015805+05:30
