fetched_at_utc,source_date,latitude,longitude,elevation_m,timezone,timezone_abbrev,utc_offset_seconds,current_time_unix,current_time_ist,current_time_ist_hhmm,current_time_ist_hm,temperature_2m,wind_speed_10m,cloud_cover
2026-03-26T21:11:51.015805+05:30,2026-03-26,18.56817626953125,73.828125,569.0,Asia/Kolkata,GMT+5:30,19800,1774539000,2026-03-26T21:00:00+05:30,21.00,21.0,31.21000099182129,16.41852569580078,1.0
