date,temperature_2m,wind_speed_10m,diffuse_radiation,global_tilted_irradiance,source_date,fetched_at_utc
2026-03-25 00:00:00+05:30,25.6085,11.440978,0.0,0.0,2026-03-25,2026-03-25T11:50:25.538025+05:30
2026-03-25 00:15:00+05:30,25.508501,11.440978,0.0,0.0,2026-03-25,2026-03-25T11:50:25.538025+05:30
2026-03-25 00:30:00+05:30,25.4085,11.090103,0.0,0.0,2026-03-25,2026-03-25T11:50:25.538025+05:30
2026-03-25 00:45:00+05:30,25.258501,10.661107,0.0,0.0,2026-03-25,2026-03-25T11:50:25.538025+05:30
2026-03-25 01:00:00+05:30,25.0585,10.661107,0.0,0.0,2026-03-25,2026-03-25T11:50:25.538025+05:30
2026-03-25 01:15:00+05:30,24.8585,10.239453,0.0,0.0,2026-03-25,2026-03-25T11:50:25.538025+05:30
2026-03-25 01:30:00+05:30,24.7085,9.885262,0.0,0.0,2026-03-25,2026-03-25T11:50:25.538025+05:30
2026-03-25 01:45:00+05:30,24.6085,9.605998,0.0,0.0,2026-03-25,2026-03-25T11:50:25.538025+05:30
2026-03-25 02:00:00+05:30,24.508501,9.346143,0.0,0.0,2026-03-25,2026-03-25T11:50:25.538025+05:30
2026-03-25 02:15:00+05:30,24.4085,8.766573,0.0,0.0,2026-03-25,2026-03-25T11:50:25.538025+05:30
2026-03-25 02:30:00+05:30,24.3085,8.557102,0.0,0.0,2026-03-25,2026-03-25T11:50:25.538025+05:30
2026-03-25 02:45:00+05:30,24.2085,8.225035,0.0,0.0,2026-03-25,2026-03-25T11:50:25.538025+05:30
2026-03-25 03:00:00+05:30,24.1585,7.8954163,0.0,0.0,2026-03-25,2026-03-25T11:50:25.538025+05:30
2026-03-25 03:15:00+05:30,24.0585,7.754637,0.0,0.0,2026-03-25,2026-03-25T11:50:25.538025+05:30
2026-03-25 03:30:00+05:30,24.008501,7.42159,0.0,0.0,2026-03-25,2026-03-25T11:50:25.538025+05:30
2026-03-25 03:45:00+05:30,23.9585,7.0911775,0.0,0.0,2026-03-25,2026-03-25T11:50:25.538025+05:30
2026-03-25 04:00:00+05:30,23.9085,7.24486,0.0,0.0,2026-03-25,2026-03-25T11:50:25.538025+05:30
2026-03-25 04:15:00+05:30,23.8585,7.10031,0.0,0.0,2026-03-25,2026-03-25T11:50:25.538025+05:30
2026-03-25 04:30:00+05:30,23.8085,7.10031,0.0,0.0,2026-03-25,2026-03-25T11:50:25.538025+05:30
2026-03-25 04:45:00+05:30,23.7085,7.10031,0.0,0.0,2026-03-25,2026-03-25T11:50:25.538025+05:30
2026-03-25 05:00:00+05:30,23.6085,6.9247384,0.0,0.0,2026-03-25,2026-03-25T11:50:25.538025+05:30
2026-03-25 05:15:00+05:30,23.4585,6.9247384,0.0,0.0,2026-03-25,2026-03-25T11:50:25.538025+05:30
2026-03-25 05:30:00+05:30,23.4085,7.24486,0.0,0.0,2026-03-25,2026-03-25T11:50:25.538025+05:30
2026-03-25 05:45:00+05:30,23.3585,7.729527,0.0,0.0,2026-03-25,2026-03-25T11:50:25.538025+05:30
2026-03-25 06:00:00+05:30,23.3585,8.534353,0.0,0.0,2026-03-25,2026-03-25T11:50:25.538025+05:30
2026-03-25 06:15:00+05:30,23.4085,9.339208,0.0,0.0,2026-03-25,2026-03-25T11:50:25.538025+05:30
2026-03-25 06:30:00+05:30,23.508501,9.826088,0.0,0.0,2026-03-25,2026-03-25T11:50:25.538025+05:30
2026-03-25 06:45:00+05:30,23.6585,9.826088,4.0,8.999998,2026-03-25,2026-03-25T11:50:25.538025+05:30
2026-03-25 07:00:00+05:30,23.8085,9.021574,17.0,32.999996,2026-03-25,2026-03-25T11:50:25.538025+05:30
2026-03-25 07:15:00+05:30,24.0585,8.534353,32.0,62.999985,2026-03-25,2026-03-25T11:50:25.538025+05:30
2026-03-25 07:30:00+05:30,24.4085,8.225035,49.0,104.0,2026-03-25,2026-03-25T11:50:25.538025+05:30
2026-03-25 07:45:00+05:30,24.9085,8.209263,70.0,157.00003,2026-03-25,2026-03-25T11:50:25.538025+05:30
2026-03-25 08:00:00+05:30,25.6085,9.0645685,94.0,217.00003,2026-03-25,2026-03-25T11:50:25.538025+05:30
2026-03-25 08:15:00+05:30,26.258501,9.72,117.0,273.0,2026-03-25,2026-03-25T11:50:25.538025+05:30
2026-03-25 08:30:00+05:30,26.9085,10.495713,141.0,322.0,2026-03-25,2026-03-25T11:50:25.538025+05:30
2026-03-25 08:45:00+05:30,27.4585,11.013882,165.0,366.0,2026-03-25,2026-03-25T11:50:25.538025+05:30
2026-03-25 09:00:00+05:30,28.008501,11.525623,184.0,412.0,2026-03-25,2026-03-25T11:50:25.538025+05:30
2026-03-25 09:15:00+05:30,28.508501,11.726277,196.0,465.0,2026-03-25,2026-03-25T11:50:25.538025+05:30
2026-03-25 09:30:00+05:30,29.008501,12.303366,196.0,527.0,2026-03-25,2026-03-25T11:50:25.538025+05:30
2026-03-25 09:45:00+05:30,29.508501,12.768586,187.0,593.0,2026-03-25,2026-03-25T11:50:25.538025+05:30
2026-03-25 10:00:00+05:30,30.008501,13.237039,175.0,657.0,2026-03-25,2026-03-25T11:50:25.538025+05:30
2026-03-25 10:15:00+05:30,30.4585,13.570615,164.0,713.0,2026-03-25,2026-03-25T11:50:25.538025+05:30
2026-03-25 10:30:00+05:30,30.9085,13.708391,149.0,762.0,2026-03-25,2026-03-25T11:50:25.538025+05:30
2026-03-25 10:45:00+05:30,31.3085,14.007655,134.0,805.0,2026-03-25,2026-03-25T11:50:25.538025+05:30
2026-03-25 11:00:00+05:30,31.6085,13.849477,120.0,842.0,2026-03-25,2026-03-25T11:50:25.538025+05:30
2026-03-25 11:15:00+05:30,31.9085,13.891522,112.0,875.0,2026-03-25,2026-03-25T11:50:25.538025+05:30
2026-03-25 11:30:00+05:30,32.2085,13.979872,111.0,901.0,2026-03-25,2026-03-25T11:50:25.538025+05:30
2026-03-25 11:45:00+05:30,32.4585,13.830749,114.0,920.0,2026-03-25,2026-03-25T11:50:25.538025+05:30
2026-03-25 12:00:00+05:30,32.658497,13.513193,118.0,935.0,2026-03-25,2026-03-25T11:50:25.538025+05:30
2026-03-25 12:15:00+05:30,32.858498,13.493999,120.0,945.0,2026-03-25,2026-03-25T11:50:25.538025+05:30
2026-03-25 12:30:00+05:30,33.0085,12.768586,121.0,952.0,2026-03-25,2026-03-25T11:50:25.538025+05:30
2026-03-25 12:45:00+05:30,33.158497,11.592894,122.0,953.0,2026-03-25,2026-03-25T11:50:25.538025+05:30
2026-03-25 13:00:00+05:30,33.2585,10.495713,124.0,949.0,2026-03-25,2026-03-25T11:50:25.538025+05:30
2026-03-25 13:15:00+05:30,33.358498,9.028754,127.0,940.0,2026-03-25,2026-03-25T11:50:25.538025+05:30
2026-03-25 13:30:00+05:30,33.5085,7.8625183,132.0,926.0,2026-03-25,2026-03-25T11:50:25.538025+05:30
2026-03-25 13:45:00+05:30,33.658497,6.519877,137.0,907.0,2026-03-25,2026-03-25T11:50:25.538025+05:30
2026-03-25 14:00:00+05:30,33.858498,5.506941,141.0,883.0,2026-03-25,2026-03-25T11:50:25.538025+05:30
2026-03-25 14:15:00+05:30,34.0585,4.6938257,142.0,856.0,2026-03-25,2026-03-25T11:50:25.538025+05:30
2026-03-25 14:30:00+05:30,34.2085,4.6102495,140.0,826.0,2026-03-25,2026-03-25T11:50:25.538025+05:30
2026-03-25 14:45:00+05:30,34.3085,4.6800003,137.0,792.0,2026-03-25,2026-03-25T11:50:25.538025+05:30
2026-03-25 15:00:00+05:30,34.408497,4.73506,134.0,753.0,2026-03-25,2026-03-25T11:50:25.538025+05:30
2026-03-25 15:15:00+05:30,34.4585,5.0528407,135.0,710.0,2026-03-25,2026-03-25T11:50:25.538025+05:30
2026-03-25 15:30:00+05:30,34.5085,5.2416787,137.0,666.0,2026-03-25,2026-03-25T11:50:25.538025+05:30
2026-03-25 15:45:00+05:30,34.5085,5.4833565,139.0,618.0,2026-03-25,2026-03-25T11:50:25.538025+05:30
2026-03-25 16:00:00+05:30,34.5085,5.8048253,140.0,560.0,2026-03-25,2026-03-25T11:50:25.538025+05:30
2026-03-25 16:15:00+05:30,34.4585,5.692099,139.0,491.0,2026-03-25,2026-03-25T11:50:25.538025+05:30
2026-03-25 16:30:00+05:30,34.408497,6.1305785,138.0,411.0,2026-03-25,2026-03-25T11:50:25.538025+05:30
2026-03-25 16:45:00+05:30,34.408497,6.3690495,134.0,331.0,2026-03-25,2026-03-25T11:50:25.538025+05:30
2026-03-25 17:00:00+05:30,34.408497,7.2,124.0,260.0,2026-03-25,2026-03-25T11:50:25.538025+05:30
2026-03-25 17:15:00+05:30,34.408497,7.5942082,105.0,202.00003,2026-03-25,2026-03-25T11:50:25.538025+05:30
2026-03-25 17:30:00+05:30,34.3085,8.534353,81.0,152.00002,2026-03-25,2026-03-25T11:50:25.538025+05:30
2026-03-25 17:45:00+05:30,34.108498,9.659814,57.0,109.999985,2026-03-25,2026-03-25T11:50:25.538025+05:30
2026-03-25 18:00:00+05:30,33.908497,10.787993,38.0,76.0,2026-03-25,2026-03-25T11:50:25.538025+05:30
2026-03-25 18:15:00+05:30,33.608498,11.91812,24.0,48.000008,2026-03-25,2026-03-25T11:50:25.538025+05:30
2026-03-25 18:30:00+05:30,33.2085,12.72283,12.0,25.000008,2026-03-25,2026-03-25T11:50:25.538025+05:30
2026-03-25 18:45:00+05:30,32.658497,13.049689,2.0,0.0,2026-03-25,2026-03-25T11:50:25.538025+05:30
2026-03-25 19:00:00+05:30,32.0085,13.37825,0.0,0.0,2026-03-25,2026-03-25T11:50:25.538025+05:30
2026-03-25 19:15:00+05:30,31.3585,13.237039,0.0,0.0,2026-03-25,2026-03-25T11:50:25.538025+05:30
2026-03-25 19:30:00+05:30,30.9085,12.768586,0.0,0.0,2026-03-25,2026-03-25T11:50:25.538025+05:30
2026-03-25 19:45:00+05:30,30.758501,12.303366,0.0,0.0,2026-03-25,2026-03-25T11:50:25.538025+05:30
2026-03-25 20:00:00+05:30,30.758501,11.384199,0.0,0.0,2026-03-25,2026-03-25T11:50:25.538025+05:30
2026-03-25 20:15:00+05:30,30.8085,10.483357,0.0,0.0,2026-03-25,2026-03-25T11:50:25.538025+05:30
2026-03-25 20:30:00+05:30,30.8085,9.531505,0.0,0.0,2026-03-25,2026-03-25T11:50:25.538025+05:30
2026-03-25 20:45:00+05:30,30.7085,8.287822,0.0,0.0,2026-03-25,2026-03-25T11:50:25.538025+05:30
2026-03-25 21:00:00+05:30,30.5585,6.725354,0.0,0.0,2026-03-25,2026-03-25T11:50:25.538025+05:30
2026-03-25 21:15:00+05:30,30.4085,6.193674,0.0,0.0,2026-03-25,2026-03-25T11:50:25.538025+05:30
2026-03-25 21:30:00+05:30,30.3085,5.8603754,0.0,0.0,2026-03-25,2026-03-25T11:50:25.538025+05:30
2026-03-25 21:45:00+05:30,30.2085,4.8433046,0.0,0.0,2026-03-25,2026-03-25T11:50:25.538025+05:30
2026-03-25 22:00:00+05:30,30.1585,3.6,0.0,0.0,2026-03-25,2026-03-25T11:50:25.538025+05:30
2026-03-25 22:15:00+05:30,30.1085,2.9024127,0.0,0.0,2026-03-25,2026-03-25T11:50:25.538025+05:30
