Timestamp,Active Power-Avg MFM-OUT (KW),AC_Active Output Power (KW) LCR1:INV1,DC_Power (KW) LCR1:INV1,AC_Active Output Power (KW) LCR1:INV2,DC_Power (KW) LCR1:INV2,AC_Active Output Power (KW) MCR:INV5,DC_Power (KW) MCR:INV5,AC_Active Output Power (KW) LCR2:INV3,DC_Power (KW) LCR2:INV3,AC_Active Output Power (KW) LCR2:INV4,DC_Power (KW) LCR2:INV4,Module Temperature (C),Ambient Temperature (C),POA (W/m2),GHI_W (W/m2),Plant CUF,Temp Co PR
12-03-2026 00:15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.15,23.22,0.27,0.14,0.0,0.0
12-03-2026 00:30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.27,22.96,0.3,0.16,0.0,0.0
12-03-2026 00:45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.65,23.24,0.34,0.18,0.0,0.0
12-03-2026 01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.65,23.15,0.34,0.18,0.0,0.0
12-03-2026 01:15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.89,23.07,0.29,0.15,0.0,0.0
12-03-2026 01:30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.28,23.08,0.3,0.17,0.0,0.0
12-03-2026 01:45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.11,22.8,0.33,0.17,0.0,0.0
12-03-2026 02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.33,22.36,0.27,0.14,0.0,0.0
12-03-2026 02:15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.63,22.05,0.33,0.18,0.0,0.0
12-03-2026 02:30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.39,21.82,0.33,0.18,0.0,0.0
12-03-2026 02:45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.04,21.53,0.35,0.19,0.0,0.0
12-03-2026 03:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.66,21.34,0.34,0.18,0.0,0.0
12-03-2026 03:15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.54,21.29,0.26,0.15,0.0,0.0
12-03-2026 03:30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.85,21.56,0.35,0.17,0.0,0.0
12-03-2026 03:45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.21,21.27,0.31,0.16,0.0,0.0
12-03-2026 04:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.66,21.76,0.38,0.18,0.0,0.0
12-03-2026 04:15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.01,21.05,0.3,0.15,0.0,0.0
12-03-2026 04:30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.46,20.41,0.34,0.19,0.0,0.0
12-03-2026 04:45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.79,20.27,0.28,0.15,0.0,0.0
12-03-2026 05:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.82,20.14,0.3,0.16,0.0,0.0
12-03-2026 05:15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.97,19.66,0.34,0.17,0.0,0.0
12-03-2026 05:30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.95,20.15,0.34,0.18,0.0,0.0
12-03-2026 05:45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.18,19.93,0.37,0.19,0.0,0.0
12-03-2026 06:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.59,20.2,0.33,0.16,0.0,0.0
12-03-2026 06:15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.66,20.28,0.35,0.19,0.0,0.0
12-03-2026 06:30,18.0,0.0,0.0,0.0,0.0,6.33,6.56,5.52,5.73,5.89,6.12,16.3,19.82,1.89,1.13,0.0,35.96
12-03-2026 06:45,181.93,37.6,38.65,38.04,39.04,42.28,43.59,41.3,42.58,43.16,44.43,16.3,19.57,16.12,14.7,0.0,65.88
12-03-2026 07:00,553.2,119.8,121.7,120.84,122.75,115.93,118.43,115.15,117.0,119.09,120.98,16.83,19.73,45.64,43.82,0.0,70.92
12-03-2026 07:15,1074.6,211.33,214.11,231.16,234.21,220.76,225.27,224.39,227.35,228.37,231.39,18.14,20.29,87.35,85.28,0.25,72.35
12-03-2026 07:30,1786.2,371.07,376.33,373.56,378.83,358.16,364.66,360.61,365.74,366.9,372.12,20.38,21.37,137.89,134.26,0.25,76.85
12-03-2026 07:45,2570.4,530.16,536.68,533.62,540.18,510.38,518.9,519.52,525.93,524.76,531.21,23.54,22.53,191.64,185.77,0.5,80.57
12-03-2026 08:00,3483.0,713.16,721.6,718.73,727.24,691.54,702.73,701.98,710.29,712.41,720.84,27.04,23.93,254.12,243.59,0.75,83.49
12-03-2026 08:15,4377.6,891.3,901.93,897.58,908.28,872.56,886.78,878.65,889.11,896.44,907.13,30.66,25.17,315.54,300.32,1.0,85.76
12-03-2026 08:30,5308.8,1076.6,1090.06,1083.03,1096.63,1061.09,1079.02,1063.21,1076.45,1088.43,1102.09,34.16,26.57,376.29,356.23,1.5,88.48
12-03-2026 08:45,6165.0,1246.44,1262.34,1256.7,1272.74,1230.44,1251.94,1234.68,1250.44,1263.1,1279.22,37.37,27.77,438.3,410.17,1.75,89.41
12-03-2026 09:00,6949.93,1410.05,1428.04,1427.18,1445.39,1388.75,1414.02,1397.44,1415.27,1432.94,1451.22,39.98,28.74,499.54,461.36,2.25,89.42
12-03-2026 09:15,7730.4,1559.52,1581.03,1571.69,1593.82,1539.8,1568.96,1544.96,1565.82,1582.22,1604.6,42.09,29.25,559.74,510.09,2.75,89.57
12-03-2026 09:30,8394.6,1686.49,1711.65,1707.56,1733.03,1682.92,1715.97,1676.17,1701.18,1722.06,1747.75,43.91,29.85,617.16,556.55,3.5,88.91
12-03-2026 09:45,9037.2,1812.78,1839.83,1834.92,1862.29,1805.96,1842.53,1804.52,1831.44,1856.84,1884.54,46.34,30.78,669.23,597.68,4.0,89.2
12-03-2026 10:00,9583.8,1923.8,1952.5,1949.8,1978.88,1924.27,1964.27,1921.4,1950.06,1975.25,2004.72,48.13,31.55,717.37,635.66,4.75,88.95
12-03-2026 10:15,10082.57,2026.3,2056.53,2052.71,2083.48,2026.73,2069.69,2018.92,2049.04,2076.67,2108.52,49.87,32.12,764.77,670.49,5.5,88.46
12-03-2026 10:30,10530.0,2113.44,2146.72,2135.62,2169.68,2106.33,2151.65,2110.37,2143.46,2162.26,2196.75,51.39,32.65,804.46,697.89,6.25,88.42
12-03-2026 10:45,10899.64,2186.08,2220.95,2222.99,2258.45,2185.76,2233.49,2183.08,2217.9,2249.3,2285.28,52.5,33.41,842.03,723.35,7.0,87.88
12-03-2026 11:00,11238.43,2256.6,2292.59,2291.79,2329.2,2263.15,2313.28,2251.49,2287.4,2319.21,2357.5,52.78,33.86,878.62,749.82,7.75,86.94
12-03-2026 11:15,11533.2,2308.43,2346.3,2342.57,2381.38,2328.34,2380.53,2314.37,2352.24,2385.64,2425.17,53.72,34.19,908.9,772.42,8.5,86.62
12-03-2026 11:30,11728.2,2351.46,2390.42,2383.1,2422.58,2369.32,2422.81,2349.17,2388.1,2412.53,2452.5,54.89,34.6,930.98,788.62,9.25,86.45
12-03-2026 11:45,11877.6,2383.66,2423.16,2411.84,2451.8,2403.75,2458.36,2383.1,2422.58,2451.66,2492.28,55.59,35.21,950.62,801.46,10.25,86.02
12-03-2026 12:00,11987.4,2398.33,2438.07,2429.65,2469.91,2427.87,2483.26,2399.92,2439.69,2485.89,2527.08,57.12,35.58,962.98,812.44,11.0,86.3
12-03-2026 12:15,12087.0,2403.63,2443.45,2446.28,2486.81,2451.06,2507.21,2409.54,2449.46,2500.41,2541.84,57.42,35.98,979.84,829.79,11.75,85.64
12-03-2026 12:30,12211.2,2427.19,2467.4,2469.55,2510.47,2459.92,2516.36,2433.38,2473.7,2528.61,2570.51,58.49,36.29,990.42,844.82,12.75,86.02
12-03-2026 12:45,12229.71,2439.32,2479.74,2467.57,2508.46,2454.06,2510.31,2450.84,2491.45,2522.58,2564.38,57.84,36.48,986.48,848.59,13.5,86.23
12-03-2026 13:00,12028.2,2392.11,2431.75,2429.63,2469.89,2418.72,2473.82,2397.42,2437.14,2479.91,2521.0,58.5,36.77,977.09,849.3,14.25,85.88
12-03-2026 13:15,11894.4,2387.97,2427.54,2410.18,2450.12,2359.44,2412.62,2389.36,2428.9,2442.52,2482.99,59.22,37.46,951.18,835.51,15.25,87.54
12-03-2026 13:30,11503.29,2270.41,2306.67,2316.71,2355.1,2339.62,2392.16,2280.38,2316.95,2381.11,2420.56,56.94,37.38,935.85,827.56,16.0,85.14
12-03-2026 13:45,11307.0,2249.36,2285.24,2288.92,2326.1,2271.69,2322.08,2253.26,2289.25,2324.68,2363.2,56.55,37.62,909.72,807.84,16.75,85.94
12-03-2026 14:00,11020.2,2188.09,2222.99,2226.88,2262.4,2214.42,2263.03,2197.36,2232.41,2269.97,2306.51,56.95,37.79,889.99,790.87,17.5,85.77
12-03-2026 14:15,10678.5,2121.64,2155.48,2155.51,2189.89,2153.67,2200.42,2129.52,2163.41,2200.47,2235.57,56.32,38.08,863.34,767.78,18.25,85.44
12-03-2026 14:30,10351.8,2052.82,2083.74,2086.14,2118.35,2086.43,2131.16,2066.06,2097.46,2137.71,2171.66,54.83,37.99,833.52,741.24,19.0,85.21
12-03-2026 14:45,9866.4,1953.85,1983.0,1989.73,2019.41,1975.28,2016.74,1970.5,1999.9,2035.29,2066.09,55.21,38.25,794.68,707.27,19.75,85.33
12-03-2026 15:00,9292.8,1845.58,1873.12,1874.73,1902.7,1847.05,1884.81,1856.59,1884.29,1911.0,1939.51,52.96,37.98,738.99,658.06,20.25,85.55
12-03-2026 15:15,8634.21,1703.77,1729.19,1729.38,1755.18,1734.05,1768.53,1723.47,1749.18,1790.53,1817.25,52.15,38.19,695.03,619.69,21.0,84.2
12-03-2026 15:30,7823.57,1542.59,1563.31,1569.85,1591.62,1569.52,1599.47,1555.39,1576.62,1610.38,1633.95,51.09,38.34,627.95,559.79,21.5,84.05
12-03-2026 15:45,7067.4,1392.66,1410.43,1417.9,1435.99,1419.38,1445.42,1408.04,1426.01,1463.38,1482.05,48.92,38.21,565.09,503.36,22.0,83.56
12-03-2026 16:00,6148.2,1214.9,1230.4,1231.07,1246.78,1228.24,1249.67,1222.61,1238.21,1271.32,1287.54,47.93,38.19,491.7,437.06,22.5,83.18
12-03-2026 16:15,5392.8,1062.66,1075.83,1080.14,1093.59,1079.37,1097.67,1074.46,1087.78,1111.12,1125.16,46.48,38.08,433.75,383.86,22.75,82.18
12-03-2026 16:30,4521.21,886.02,896.58,903.68,914.46,898.21,912.91,893.09,903.74,924.98,936.02,44.47,37.96,365.49,322.67,23.0,81.05
12-03-2026 16:45,3637.29,713.96,722.41,723.13,731.69,714.82,726.34,718.89,727.4,742.06,750.85,42.58,37.74,297.58,262.45,23.25,79.44
12-03-2026 17:00,2783.4,547.82,554.47,552.45,559.16,550.99,560.09,554.35,561.03,573.28,580.16,40.09,37.44,236.3,207.32,23.5,75.74
12-03-2026 17:15,1953.0,387.73,393.18,393.96,399.5,397.98,405.01,394.6,400.13,406.65,412.29,37.9,36.69,177.97,155.09,23.75,69.91
12-03-2026 17:30,1376.4,268.21,272.1,272.72,276.68,276.17,281.54,310.0,314.5,318.79,323.41,35.86,36.18,129.91,111.85,23.75,66.92
12-03-2026 17:45,825.0,162.77,165.99,165.34,168.53,167.4,171.85,0.0,0.0,0.0,0.0,34.4,35.79,80.98,69.58,23.75,63.96
12-03-2026 18:00,421.2,86.62,89.47,87.9,90.8,87.04,89.75,0.0,0.0,0.0,0.0,32.55,35.13,42.09,36.27,23.75,62.35
12-03-2026 18:15,127.2,27.48,28.54,27.12,28.16,30.42,31.43,17.93,18.62,19.1,19.84,31.27,34.43,13.51,11.34,23.75,58.34
12-03-2026 18:30,9.0,1.51,1.57,0.97,1.01,3.06,3.21,1.48,1.54,1.61,1.67,29.33,33.65,0.64,0.38,23.75,21.29
12-03-2026 18:45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.32,32.41,0.15,0.12,23.75,0.0
12-03-2026 19:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.96,31.68,0.13,0.12,23.75,0.0
12-03-2026 19:15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.33,31.44,0.13,0.13,23.75,0.0
12-03-2026 19:30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.9,30.33,0.15,0.12,23.75,0.0
