fetched_at_utc,source_date,latitude,longitude,elevation_m,timezone,timezone_abbrev,utc_offset_seconds,current_time_unix,current_time_ist,current_time_ist_hhmm,current_time_ist_hm,temperature_2m,wind_speed_10m,cloud_cover
2026-03-13T07:40:58.886530+05:30,2026-03-13,24.54279327392578,75.1171875,475.0,Asia/Kolkata,GMT+5:30,19800,1773367200,2026-03-13T07:30:00+05:30,7.3,7.3,23.058500289916992,5.154415607452393,91.0
2026-03-13T07:50:14.685905+05:30,2026-03-13,24.54279327392578,75.1171875,475.0,Asia/Kolkata,GMT+5:30,19800,1773367200,2026-03-13T07:30:00+05:30,7.3,7.3,23.058500289916992,5.154415607452393,91.0
2026-03-13T08:05:15.175026+05:30,2026-03-13,24.54279327392578,75.1171875,475.0,Asia/Kolkata,GMT+5:30,19800,1773367200,2026-03-13T07:30:00+05:30,7.3,7.3,23.058500289916992,5.154415607452393,91.0
2026-03-13T08:20:12.835039+05:30,2026-03-13,24.54279327392578,75.1171875,475.0,Asia/Kolkata,GMT+5:30,19800,1773367200,2026-03-13T07:30:00+05:30,7.3,7.3,23.058500289916992,5.154415607452393,91.0
2026-03-13T08:35:16.152575+05:30,2026-03-13,24.54279327392578,75.1171875,475.0,Asia/Kolkata,GMT+5:30,19800,1773367200,2026-03-13T07:30:00+05:30,7.3,7.3,23.058500289916992,5.154415607452393,91.0
2026-03-13T08:50:19.681053+05:30,2026-03-13,24.54279327392578,75.1171875,475.0,Asia/Kolkata,GMT+5:30,19800,1773371700,2026-03-13T08:45:00+05:30,8.45,8.45,26.60849952697754,6.379216194152832,100.0
2026-03-13T09:05:14.220420+05:30,2026-03-13,24.54279327392578,75.1171875,475.0,Asia/Kolkata,GMT+5:30,19800,1773371700,2026-03-13T08:45:00+05:30,8.45,8.45,26.60849952697754,6.379216194152832,100.0
2026-03-13T09:20:13.848814+05:30,2026-03-13,24.54279327392578,75.1171875,475.0,Asia/Kolkata,GMT+5:30,19800,1773371700,2026-03-13T08:45:00+05:30,8.45,8.45,26.60849952697754,6.379216194152832,100.0
2026-03-13T10:05:27.393664+05:30,2026-03-13,24.54279327392578,75.1171875,475.0,Asia/Kolkata,GMT+5:30,19800,1773376200,2026-03-13T10:00:00+05:30,10.0,10.0,29.708499908447266,10.239453315734863,100.0
2026-03-13T10:20:17.109565+05:30,2026-03-13,24.54279327392578,75.1171875,475.0,Asia/Kolkata,GMT+5:30,19800,1773376200,2026-03-13T10:00:00+05:30,10.0,10.0,29.708499908447266,10.239453315734863,100.0
2026-03-13T10:35:14.521080+05:30,2026-03-13,24.54279327392578,75.1171875,475.0,Asia/Kolkata,GMT+5:30,19800,1773376200,2026-03-13T10:00:00+05:30,10.00,10.0,29.708499908447266,10.239453315734863,100.0
