TimeStamp,Active Power (kW),POA (W/m2),GHI (W/m2),Wind Speed (m/s),Wind Direction (DEG.),AMB TEMP,MOD TEMP,Humidity
2026-03-12 00:00:00,-5.6875,-0.15597499999999997,-0.4942125,0.45186249999999994,200.607475,19.412499999999998,16.425,44.62500000000001
2026-03-12 00:15:00,-5.749285714285714,-0.3765642857142857,-0.3298928571428572,0.30129285714285714,332.6235285714286,19.735714285714288,16.307142857142857,42.4
2026-03-12 06:00:00,-5.716666666666667,-0.052326666666666674,-0.10175333333333333,0.14545999999999998,305.09313999999995,15.573333333333332,12.306666666666667,60.946666666666665
2026-03-12 06:15:00,-5.5566666666666675,0.12474,0.08703333333333334,0.3451,320.26866,14.853333333333333,12.179999999999996,62.94666666666667
2026-03-12 06:30:00,-1.3691666666666664,2.88115,2.8585999999999996,0.17195833333333332,324.86988333333335,14.875000000000002,12.141666666666667,62.21666666666667
2026-03-12 06:45:00,34.581333333333326,14.101213333333334,13.009326666666665,0.011406666666666667,324.85488666666674,14.713333333333331,11.986666666666666,63.14000000000001
2026-03-12 07:00:00,93.95800000000001,32.29062666666666,28.230359999999997,0.12897333333333333,324.82890000000003,14.800000000000004,12.420000000000003,63.833333333333336
2026-03-12 07:15:00,312.366,98.39038,76.70716,0.14214,318.48078666666663,15.4,14.006666666666668,63.15333333333333
2026-03-12 07:30:00,522.7713333333334,151.2848866666667,130.47273333333334,0.0,319.14697333333334,17.073333333333334,17.186666666666664,57.49333333333334
2026-03-12 07:45:00,815.714,219.84876,195.38043333333331,0.01202,319.75233999999995,18.806666666666665,20.826666666666664,54.67333333333333
2026-03-12 08:00:00,1073.0586666666666,274.37887333333333,246.9450866666666,0.008253333333333333,320.4667466666667,21.146666666666672,25.0,47.54666666666666
2026-03-12 08:15:00,1367.2073333333333,334.18176,303.98308000000003,0.04332666666666666,320.96306000000004,23.79333333333334,29.546666666666667,40.05333333333333
2026-03-12 08:30:00,1662.3373333333334,398.72355333333326,364.2565,0.15172666666666668,276.64272,25.779999999999998,34.19333333333334,31.42
2026-03-12 08:45:00,1975.4840000000002,469.64706,429.14439333333326,0.31847333333333333,302.9632533333333,27.180000000000003,37.46666666666666,29.386666666666663
2026-03-12 09:00:00,2250.3813333333333,531.9884999999999,487.1818199999999,0.5527133333333333,277.07670666666667,28.646666666666665,40.36000000000001,24.8
2026-03-12 09:15:00,2515.5979999999995,595.3483866666667,545.9419666666666,0.6470533333333334,266.85236,29.8,43.733333333333334,22.339999999999996
2026-03-12 09:30:00,2774.2553333333335,658.9820799999999,602.1304266666668,0.9824466666666666,285.92861999999997,30.300000000000004,45.120000000000005,21.60666666666667
2026-03-12 09:45:00,3003.9073333333336,714.8014999999998,653.8073466666666,1.1903933333333332,288.3070133333333,30.8,45.419999999999995,21.506666666666664
2026-03-12 10:00:00,3219.1546666666663,766.6182200000002,704.8709866666666,1.2314800000000001,252.40754666666666,31.46666666666666,47.42666666666666,20.773333333333333
2026-03-12 10:15:00,3408.7473333333332,818.2067533333335,753.01418,1.3293,267.98592,31.94666666666667,49.70666666666667,19.71333333333333
2026-03-12 10:30:00,3566.23,861.6509866666668,792.1057999999999,1.0041599999999997,288.4101600000001,32.45333333333333,51.946666666666665,19.58
2026-03-12 10:45:00,3710.017333333334,898.4696,826.3234666666666,1.4884999999999997,275.50544666666667,33.08,53.38000000000001,18.513333333333332
2026-03-12 11:00:00,3843.1046666666666,932.8109599999999,855.5619,1.6763466666666669,272.2449533333333,33.49333333333333,53.273333333333326,16.726666666666667
2026-03-12 11:15:00,3953.0246666666667,962.0153066666668,881.4944933333331,1.8402266666666665,265.1438533333333,33.96666666666667,54.580000000000005,15.919999999999998
2026-03-12 11:30:00,3995.078666666667,988.6206866666668,907.7913933333333,1.1831866666666668,277.9877266666666,34.27333333333333,56.06000000000001,15.819999999999999
2026-03-12 11:45:00,4085.020666666667,996.4920400000003,918.4219333333333,1.4215000000000002,268.57643333333334,34.220000000000006,56.53333333333333,16.046666666666667
2026-03-12 12:00:00,4126.438,1007.0847200000001,934.0800533333332,1.56604,240.22838666666667,34.62,57.69333333333332,15.3
2026-03-12 12:15:00,4148.916,1014.6422,943.4137866666666,1.3963466666666666,227.51510666666667,35.15333333333333,58.606666666666676,14.91333333333333
